Data,Número do pedido,Serviço,UF,CEP,Município,Valor previsto,Frete,Peso bruto (gr),Peso Bruto (Kg),Faixa de Peso,Total da Venda
28/06/2023,2193,.Package,PR,86300-000,Cornélio Procópio,27,25,700,1,1,125
28/06/2023,2195,.Package,SP,03432-000,São Paulo,28,35,2970,3,2,299
01/07/2023,2320,.Package,CE,62370-000,São Benedito,127,50,1400,1,1,250
28/06/2023,2192,.Package,RJ,22620-311,Rio de Janeiro,24,30,900,1,1,150
27/06/2023,2124,.Package,SP,11694-300,Ubatuba,27,25,700,1,1,125
27/06/2023,2125,.Package,RJ,20771-470,Rio de Janeiro,26,30,900,1,1,150
27/06/2023,2126,.Package,SP,12490-000,São Bento do Sapucaí,34,25,900,1,1,145
27/06/2023,2127,.Package,GO,74473-400,Goiânia,28,35,700,1,1,135
27/06/2023,2128,.Package,DF,71735-503,Brasília,28,35,700,1,1,135
27/06/2023,2129,.Package,ES,29055-420,Vitória,26,30,700,1,1,130
27/06/2023,2130,.Package,SP,04444-000,São Paulo,28,25,2300,2,2,185
27/06/2023,2131,.Package,MG,30180-140,Belo Horizonte,26,30,1400,1,1,230
27/06/2023,2132,.Package,SP,14021-593,Ribeirão Preto,21,25,450,0,1,85
27/06/2023,2133,.Package,SP,09991-200,São Paulo,24,25,1170,1,1,175
27/06/2023,2134,.Package,PR,87013-230,Maringá,28,25,2700,3,2,265
27/06/2023,2113,.Package,SP,13098-301,Campinas,30,35,2340,2,2,285
27/06/2023,2114,.Package,SC,88090-300,Florianópolis,21,25,700,1,1,125
27/06/2023,2115,.Package,SP,04363-040,São Paulo,21,25,700,1,1,125
27/06/2023,2116,.Package,DF,71938-180,Brasília,35,35,1800,2,1,275
27/06/2023,2117,.Package,SP,01207-001,São Paulo,21,25,450,0,1,85
27/06/2023,2118,.Package,RJ,28893-319,Rio das Ostras,27,30,700,1,1,130
27/06/2023,2120,.Package,SP,03127-030,São Paulo,23,25,1400,1,1,225
27/06/2023,2121,.Package,SP,02925-130,São Paulo,24,25,1400,1,1,225
27/06/2023,2122,.Package,SP,04509-020,São Paulo,21,25,450,0,1,85
27/06/2023,2123,.Package,SP,13313-009,Itu,24,25,940,1,1,125
27/06/2023,2103,.Package,MG,31035-560,Belo Horizonte,23,30,900,1,1,150
27/06/2023,2104,.Package,SC,89620-000,Campos Novos,35,35,3700,4,2,395
27/06/2023,2105,.Package,SP,04531-080,São Paulo,21,25,700,1,1,125
27/06/2023,2106,.Package,SP,18046-600,Sorocaba,24,25,1400,1,1,225
27/06/2023,2107,.Package,DF,70762-050,Brasília,34,35,1400,1,1,235
27/06/2023,2108,.Package,RJ,24350-265,Niterói,27,30,1650,2,1,230
27/06/2023,2109,.Package,DF,71917-000,Brasília,28,35,700,1,1,135
27/06/2023,2110,.Package,MS,79100-300,Campo Grande,24,30,700,1,1,130
27/06/2023,2111,.Package,SP,02066-011,São Paulo,24,25,1400,1,1,225
27/06/2023,2112,.Package,SC,88339-090,Balneário Camboriú,24,25,700,1,1,125
06/06/2023,1588,.Package,RS,95560-000,Torres,21,40,1350,1,1,220
06/06/2023,1589,.Package,RS,90560-005,Porto Alegre,16,40,450,0,1,100
27/06/2023,1682,.Package,RS,93010-210,São Leopoldo,19,35,3000,3,2,295
27/06/2023,1684,.Package,RS,92310-200,Canoas,16,25,900,1,1,145
27/06/2023,1703,.Package,RS,97110-790,Santa Maria,18,25,1400,1,1,225
27/06/2023,1705,.Package,RJ,22051-002,Rio de Janeiro,23,30,700,1,1,130
27/06/2023,1706,.Package,SP,17800-000,Adamantina,26,25,1350,1,1,205
27/06/2023,2101,.Package,RJ,21833-070,Rio de Janeiro,26,30,700,1,1,130
27/06/2023,2102,.Package,RJ,24220-091,Niterói,23,30,700,1,1,130
28/06/2023,2187,.Package,RJ,20531-410,Rio de Janeiro,32,30,2300,2,2,190
28/06/2023,2188,.Package,MG,31710-200,Belo Horizonte,27,30,1800,2,1,270
28/06/2023,2189,.Package,SP,06543-090,Santana de Parnaíba,21,25,900,1,1,145
28/06/2023,2190,.Package,SP,07097-380,Guarulhos,21,25,700,1,1,125
28/06/2023,2191,.Package,RJ,21532-480,Rio de Janeiro,26,30,700,1,1,130
28/06/2023,2201,.Package,SP,13101-664,Campinas,24,25,1400,1,1,225
28/06/2023,2202,.Package,AM,69060-085,Manaus,51,55,1400,1,1,255
28/06/2023,2204,.Package,SP,15010-050,São José do Rio Preto,22,25,700,1,1,125
28/06/2023,2205,.Package,RJ,28981-470,Araruama,29,30,1800,2,1,166
29/06/2023,2256,.Package,RS,90470-000,Porto Alegre,18,25,1400,1,1,225
29/06/2023,2259,.Package,AM,69060-085,Manaus,44,55,940,1,1,155
28/06/2023,2317,.Package,SP,13040-220,Campinas,21,25,700,1,1,125
29/06/2023,2220,.Package,SP,01230-001,São Paulo,23,25,1150,1,1,185
29/06/2023,2221,.Package,SP,04565-000,São Paulo,29,35,2100,2,2,335
29/06/2023,2222,.Package,DF,71715-023,Brasília,37,35,2300,2,2,195
29/06/2023,2223,.Package,DF,70658-123,Brasília,28,35,700,1,1,135
29/06/2023,2224,.Package,PR,85950-000,Palotina,25,25,450,0,1,85
29/06/2023,2225,.Package,SP,04116-280,São Paulo,21,25,700,1,1,125
29/06/2023,2226,.Package,SP,13015-291,Campinas,23,25,1400,1,1,225
29/06/2023,2238,.Package,SC,88108-370,São José,21,25,700,1,1,125
30/06/2023,2280,.Package,PR,82015-690,Curitiba,23,25,1800,2,1,185
30/06/2023,2279,.Package,SP,13257-631,Itatiba,26,25,1400,1,1,225
30/06/2023,2278,.Package,DF,70382-000,Brasília,28,35,450,0,1,95
30/06/2023,2277,.Package,SP,15093-520,São José do Rio Preto,24,25,1800,2,1,185
30/06/2023,2276,.Package,RJ,22011-010,Rio de Janeiro,26,30,1400,1,1,200
30/06/2023,2275,.Package,PR,80530-911,Curitiba,23,25,1400,1,1,195
29/06/2023,2267,.Package,MG,30220-220,Belo Horizonte,26,30,1800,2,1,270
28/06/2023,2185,.Package,SP,05445-001,São Paulo,21,25,900,1,1,145
28/06/2023,2186,.Package,SP,13338-580,Indaiatuba,24,25,1800,2,1,185
28/06/2023,2206,.Package,ES,29057-545,Vitória,29,30,1400,1,1,230
28/06/2023,2213,.Package,PA,66055-045,Belém,54,65,2800,3,2,465
30/06/2023,2314,.Package,RJ,22631-460,Rio de Janeiro,26,30,1400,1,1,230
30/06/2023,2312,.Package,SP,13086-906,Campinas,21,25,700,1,1,110
28/06/2023,2153,.Package,SC,88701-150,Tubarão,33,35,2500,3,2,295
28/06/2023,2154,.Package,RS,95082-380,Caxias do Sul,19,35,1550,2,1,265
28/06/2023,2155,.Package,DF,71060-250,Brasília,28,35,700,1,1,135
28/06/2023,2156,.Package,SP,18051-320,Sorocaba,22,25,700,1,1,125
28/06/2023,2157,.Package,SP,04531-011,São Paulo,23,35,1870,2,1,235
28/06/2023,2158,.Package,PR,83280-000,Guaratuba,27,25,700,1,1,125
28/06/2023,2159,.Package,SC,89221-170,Joinville,25,25,1600,2,1,205
28/06/2023,2139,.Package,SP,18530-000,Tietê,27,25,1600,2,1,245
28/06/2023,2140,.Package,PE,51011-010,Recife,47,50,1170,1,1,200
28/06/2023,2142,.Package,RJ,20261-005,Rio de Janeiro,26,30,1400,1,1,180
28/06/2023,2145,.Package,SP,14027-250,Ribeirão Preto,22,25,700,1,1,125
28/06/2023,2149,.Package,PR,85810-240,Cascavel,21,25,900,1,1,145
28/06/2023,2150,.Package,PE,53130-240,Olinda,39,50,700,1,1,150
28/06/2023,2151,.Package,RS,95880-000,Estrela,18,25,700,1,1,125
28/06/2023,2152,.Package,PR,86031-050,Londrina,21,25,940,1,1,125
30/06/2023,2315,.Package,PE,51020-000,Recife,53,65,2100,2,2,365
01/07/2023,2331,.Package,SP,13233-320,Campo Limpo Paulista,24,25,700,1,1,125
27/06/2023,2167,.Package,MG,36773-256,Cataguases,29,30,1870,2,1,230
27/06/2023,2235,.Package,BA,41250-480,Salvador,44,100,2300,2,2,236
27/06/2023,2236,.Package,PA,66033-770,Belém,40,50,900,1,1,170
27/06/2023,2268,.Package,RS,99010-070,Passo Fundo,16,25,450,0,1,85
27/06/2023,2269,.Package,MS,79040-640,Campo Grande,30,30,1800,2,1,270
28/06/2023,2138,.Package,RJ,22793-273,Rio de Janeiro,23,30,940,1,1,130
19/06/2023,1477,.Package,AL,57035-160,Maceió,39,40,1350,1,1,220
19/06/2023,1465,.Package,RJ,20550-050,Rio de Janeiro,31,40,2900,3,2,290
28/06/2023,2316,.Package,RJ,28893-334,Rio das Ostras,39,40,3150,3,2,330
10/06/2023,1362,.Package,MG,35620-000,Abaeté,36,30,1350,1,1,183
18/06/2023,1449,.Package,RS,90850-050,Porto Alegre,15,25,450,0,1,85
10/06/2023,1363,.Package,SP,13930-000,Serra Negra,36,35,2750,3,2,222
11/06/2023,1367,.Package,RS,90035-170,Porto Alegre,17,25,1800,2,1,265
12/06/2023,1380,.Package,PR,80030-230,Curitiba,22,25,1800,2,1,225
18/06/2023,1481,.Package,RS,95360-000,Paraí,23,25,900,1,1,145
12/06/2023,1375,.Package,RS,96020-090,Pelotas,18,25,1800,2,1,265
11/06/2023,1368,.Package,SP,05438-000,São Paulo,22,25,1350,1,1,205
11/06/2023,1370,.Package,PR,82940-130,Curitiba,19,25,900,1,1,145
07/07/2023,2421,.Package,RJ,22250-040,Rio de Janeiro,24,30,1800,2,1,190
06/06/2023,1352,.Package,RS,92120-141,Canoas,15,20,450,0,1,80
17/06/2023,1448,.Package,ES,29057-570,Vitória,24,30,450,0,1,90
09/06/2023,1361,.Package,BA,48280-000,Mata de São João,91,50,1350,1,1,230
08/06/2023,1358,.Package,SP,05412-003,São Paulo,23,45,1800,2,1,285
07/06/2023,1335,.Package,SP,04078-011,São Paulo,17,45,1800,2,1,285
01/07/2023,2451,.Package,SP,13015-027,Campinas,20,30,2300,2,2,229
04/07/2023,2369,.Package,SP,09241-000,Santo André,21,30,2300,2,2,209
04/07/2023,2370,.Package,SP,05006-000,São Paulo,20,30,2300,2,2,229
04/07/2023,2378,.Package,RJ,22790-735,Rio de Janeiro,23,30,2300,2,2,229
04/07/2023,2381,.Package,SP,13613-130,Leme,23,30,2300,2,2,229
05/07/2023,2408,.Package,RS,91350-170,Porto Alegre,16,35,2300,2,2,204
05/07/2023,2431,.Package,SP,08743-030,Mogi das Cruzes,20,25,1000,1,1,105
06/07/2023,2422,.Package,SP,04532-082,São Paulo,20,35,2300,2,2,234
06/07/2023,2423,.Package,MS,79500-000,Paranaíba,50,40,2300,2,2,219
06/07/2023,2424,.Package,SP,13400-530,Piracicaba,21,35,2300,2,2,234
06/07/2023,2425,.Package,MG,30140-094,Belo Horizonte,23,40,2300,2,2,239
06/07/2023,2426,.Package,RO,76803-865,Porto Velho,36,70,2300,2,2,398
06/07/2023,2427,.Package,SP,04249-100,São Paulo,21,35,2300,2,2,214
06/07/2023,2428,.Package,SP,07080-000,Guarulhos,20,35,2300,2,2,234
06/07/2023,2429,.Package,RS,95585-000,Arroio do Sal,22,35,2300,2,2,234
07/07/2023,2432,.Package,SC,88015-510,Florianópolis,26,35,2300,2,2,195
07/07/2023,2434,.Package,SC,88015-510,Florianópolis,20,25,700,1,1,125
07/07/2023,2442,.Package,RJ,22440-000,Rio de Janeiro,22,30,900,1,1,150
07/07/2023,2466,.Package,PR,82700-510,Curitiba,19,35,2300,2,2,234
07/07/2023,2467,.Package,PE,50020-030,Recife,38,65,2300,2,2,264
07/07/2023,2468,.Package,RS,90150-101,Porto Alegre,16,35,2300,2,2,234
07/07/2023,2469,.Package,RJ,22421-030,Rio de Janeiro,23,40,2300,2,2,239
07/07/2023,2471,.Package,RJ,23063-260,Rio de Janeiro,27,40,2300,2,2,239
08/07/2023,2443,.Package,SP,09030-320,Santo André,22,35,1350,1,1,215
08/07/2023,2446,.Package,RS,90160-240,Porto Alegre,16,25,1370,1,1,136
08/07/2023,2445,.Package,SP,05007-001,São Paulo,27,35,3000,3,2,295
08/07/2023,2472,.Package,RS,92030-010,Canoas,22,30,1000,1,1,110
08/07/2023,2473,.Package,SP,05007-001,São Paulo,22,45,2300,2,2,398
08/07/2023,2475,.Package,RS,96010-000,Pelotas,16,35,2300,2,2,234
09/07/2023,2447,.Package,SP,01240-001,São Paulo,26,35,2300,2,2,195
09/07/2023,2448,.Package,SP,05466-000,São Paulo,22,25,1800,2,1,185
09/07/2023,2453,.Package,RJ,22793-012,Rio de Janeiro,23,40,2300,2,2,239
09/07/2023,2454,.Package,SP,12914-664,Bragança Paulista,23,35,2300,2,2,234
09/07/2023,2455,.Package,SP,02514-000,São Paulo,20,35,2300,2,2,234
09/07/2023,2456,.Package,MT,78049-426,Cuiabá,30,45,2300,2,2,244
09/07/2023,2457,.Package,SP,04537-081,São Paulo,20,35,2300,2,2,234
09/07/2023,2458,.Package,SP,14870-620,Jaboticabal,23,35,2300,2,2,234
09/07/2023,2459,.Package,RJ,22631-052,Rio de Janeiro,23,40,2300,2,2,239
11/07/2023,2487,.Package,MG,37701-168,Poços de Caldas,24,30,470,0,1,90
11/07/2023,2486,.Package,MG,37701-168,Poços de Caldas,27,40,1090,1,1,170
11/07/2023,2485,.Package,MG,37660-000,Paraisópolis,27,40,1050,1,1,168
11/07/2023,2484,.Package,SP,12609-350,Lorena,30,35,3000,3,2,295
10/07/2023,2483,.Package,AL,57036-250,Maceió,40,55,1800,2,1,295
10/07/2023,2481,.Package,DF,71940-000,Brasília,26,35,700,1,1,135
11/07/2023,2490,.Package,SP,04120-100,São Paulo,20,25,900,1,1,115
11/07/2023,2491,.Package,PR,80820-380,Curitiba,19,25,900,1,1,115
09/07/2023,2460,.Package,SP,02315-020,São Paulo,21,35,2300,2,2,214
09/07/2023,2461,.Package,SP,13085-045,Campinas,21,35,2300,2,2,234
09/07/2023,2462,.Package,SP,05351-005,São Paulo,20,35,2300,2,2,234
09/07/2023,2463,.Package,RJ,22461-220,Rio de Janeiro,23,40,2300,2,2,219
09/07/2023,2464,.Package,SP,01420-001,São Paulo,20,35,2300,2,2,194
09/07/2023,2465,.Package,PR,86020-030,Londrina,20,35,2300,2,2,234
09/07/2023,2476,.Package,SE,49009-106,Aracaju,32,60,2300,2,2,239
10/07/2023,2452,.Package,MG,30720-370,Belo Horizonte,23,40,2300,2,2,239
11/07/2023,2492,.Package,SP,14403-149,Franca,28,35,2100,2,2,335
10/07/2023,2493,.Package,SP,11025-031,Santos,22,35,2300,2,2,214
10/07/2023,2494,.Package,MA,65500-000,Chapadinha,113,65,2300,2,2,264
10/07/2023,2495,.Package,SP,13146-000,Paulínia,22,25,1000,1,1,97
10/07/2023,2496,.Package,SP,03333-060,São Paulo,20,35,2300,2,2,234
10/07/2023,2497,.Package,SP,05606-100,São Paulo,20,35,2300,2,2,234
10/07/2023,2498,.Package,SP,02460-030,São Paulo,20,35,2300,2,2,234
10/07/2023,2499,.Package,PR,81560-380,Curitiba,19,35,2300,2,2,214
10/07/2023,2501,.Package,RS,91530-060,Porto Alegre,16,35,2300,2,2,234
10/07/2023,2502,.Package,SP,13478-670,Americana,21,35,2300,2,2,234
10/07/2023,2506,.Package,MG,30320-650,Belo Horizonte,23,40,2300,2,2,239
11/07/2023,2503,.Package,RS,98700-000,Ijuí,18,35,2300,2,2,234
11/07/2023,2505,.Package,SC,88330-687,Balneário Camboriú,23,35,2300,2,2,234
11/07/2023,2509,.Package,MT,78005-100,Cuiabá,41,30,4000,4,2,360
11/07/2023,2510,.Package,RS,95703-362,Bento Gonçalves,17,25,900,1,1,145
11/07/2023,2511,.Package,SP,12326-501,Jacareí,21,25,940,1,1,145
11/07/2023,2512,.Package,PR,81310-230,Curitiba,19,25,700,1,1,125
10/07/2023,2500,.Package,SP,14096-660,Ribeirão Preto,25,55,2300,2,2,652
10/07/2023,2507,.Package,SP,05027-000,São Paulo,22,45,2300,2,2,443
11/07/2023,2504,.Package,SP,04012-140,São Paulo,23,55,2300,2,2,592
11/07/2023,2515,.Package,RJ,27323-010,Barra Mansa,26,40,2300,2,2,219
11/07/2023,2516,.Package,RJ,22631-010,Rio de Janeiro,30,40,3000,3,2,290
11/07/2023,2517,.Package,SP,03612-030,São Paulo,20,35,2300,2,2,214
11/07/2023,2518,.Package,SP,05085-000,São Paulo,20,35,2300,2,2,214
11/07/2023,2519,.Package,SC,88063-300,Florianópolis,22,45,2300,2,2,443
26/06/2023,2524,.Package,SP,13101-775,Campinas,24,30,2300,2,2,428
08/07/2023,2525,.Package,RJ,20756-070,Rio de Janeiro,24,40,2300,2,2,239
11/07/2023,2520,.Package,MG,36046-270,Juiz de Fora,23,40,2300,2,2,219
11/07/2023,2521,.Package,DF,70873-030,Brasília,27,45,2300,2,2,224
12/07/2023,2513,.Package,SP,04137-080,São Paulo,19,25,470,0,1,85
12/07/2023,2514,.Package,SP,13206-270,Jundiaí,21,25,700,1,1,125
30/05/2023,1853,.Package,DF,70330-030,Brasília,26,20,900,1,1,140
06/07/2023,2419,.Package,SP,12050-680,Taubaté,28,35,2300,2,2,171
08/07/2023,2474,.Package,RJ,22070-012,Rio de Janeiro,23,40,2300,2,2,239
12/07/2023,2528,.Package,SP,15025-110,São José do Rio Preto,23,25,1350,1,1,175
12/07/2023,2532,.Package,RS,96077-560,Pelotas,17,25,2000,2,1,215
12/07/2023,2537,.Package,SP,18040-200,Sorocaba,21,35,2300,2,2,234
12/07/2023,2539,.Package,SP,05056-000,São Paulo,20,35,2300,2,2,234
12/07/2023,2540,.Package,DF,71919-180,Brasília,39,45,4000,4,2,375
12/07/2023,2542,.Package,PR,80420-090,Curitiba,19,35,2300,2,2,234
12/07/2023,2543,.Package,SP,05427-000,São Paulo,20,35,2300,2,2,234
12/07/2023,2544,.Package,ES,29065-450,Vitória,25,40,2300,2,2,239
13/07/2023,2535,.Package,SP,01230-001,São Paulo,23,25,1870,2,1,285
13/07/2023,2538,.Package,SP,17504-060,Marília,23,45,2300,2,2,398
13/07/2023,2545,.Package,MG,30441-039,Belo Horizonte,29,30,2100,2,2,240
13/07/2023,2546,.Package,RJ,20550-000,Rio de Janeiro,23,30,940,1,1,150
13/07/2023,2547,.Package,RJ,22793-100,Rio de Janeiro,29,40,2300,2,2,200
13/07/2023,2548,.Package,GO,75102-025,Anápolis,33,35,1800,2,1,188
13/07/2023,2549,.Package,SP,01104-000,São Paulo,26,25,2100,2,2,235
13/07/2023,2550,.Package,RJ,22790-147,Rio de Janeiro,30,30,2100,2,2,240
13/07/2023,2551,.Package,SP,05007-000,Perdizes,22,25,1800,2,1,205
13/07/2023,2552,.Package,SP,06710-500,Chácara Pavoeiro,22,25,1200,1,1,155
14/07/2023,2553,.Package,RJ,22775-033,Rio de Janeiro,24,30,1200,1,1,141
14/07/2023,2554,.Package,RJ,22230-060,Rio de Janeiro,33,30,3200,3,2,410
14/07/2023,2556,.Package,SP,13275-500,Valinhos,25,25,1370,1,1,175
12/07/2023,2541,.Package,RJ,22471-004,Rio de Janeiro,23,40,2300,2,2,219
12/07/2023,2559,.Package,BA,40296-230,Salvador,38,50,2000,2,1,240
12/07/2023,2560,.Package,SP,03590-120,São Paulo,20,25,900,1,1,115
14/07/2023,2558,.Package,SP,01530-030,São Paulo,26,35,2300,2,2,195
17/07/2023,2561,.Package,SP,19053-765,Presidente Prudente,20,25,700,1,1,125
13/07/2023,2587,.Package,RJ,22471-210,Rio de Janeiro,24,30,2000,2,1,190
13/07/2023,2588,.Package,SP,04559-011,São Paulo,20,35,2300,2,2,234
13/07/2023,2589,.Package,SC,89812-130,Chapecó,21,35,2300,2,2,214
13/07/2023,2590,.Package,RS,97420-000,São Vicente do Sul,39,45,6000,6,3,540
13/07/2023,2591,.Package,SP,12244-396,São José dos Campos,21,35,2300,2,2,234
13/07/2023,2592,.Package,SP,13070-076,Campinas,21,35,2300,2,2,234
13/07/2023,2593,.Package,RS,96020-000,Pelotas,20,55,2300,2,2,652
14/07/2023,2578,.Package,ES,29092-030,Vitória,25,40,2300,2,2,239
14/07/2023,2579,.Package,SP,03502-030,São Paulo,20,35,2300,2,2,234
14/07/2023,2580,.Package,SP,01424-007,São Paulo,20,35,2300,2,2,234
14/07/2023,2581,.Package,SP,12328-150,Jacareí,21,35,2300,2,2,234
14/07/2023,2582,.Package,PR,87050-020,Maringá,19,25,1000,1,1,105
14/07/2023,2583,.Package,SP,05119-090,São Paulo,30,35,4000,4,2,330
14/07/2023,2585,.Package,SP,12944-720,Atibaia,23,35,2300,2,2,214
14/07/2023,2584,.Package,SP,07162-000,Guarulhos,21,35,2300,2,2,214
14/07/2023,2586,.Package,PB,58043-080,João Pessoa,38,65,2300,2,2,244
15/07/2023,2571,.Package,RS,90560-002,Porto Alegre,16,35,2300,2,2,214
15/07/2023,2572,.Package,RJ,28953-814,Armação dos Búzios,29,40,2300,2,2,239
15/07/2023,2573,.Package,SP,09520-060,São Caetano do Sul,20,35,2300,2,2,234
15/07/2023,2574,.Package,RS,93315-130,Novo Hamburgo,16,35,2300,2,2,214
15/07/2023,2576,.Package,SP,07095-070,Guarulhos,20,35,2300,2,2,214
15/07/2023,2577,.Package,SP,05326-010,São Paulo,20,35,2300,2,2,234
16/07/2023,2562,.Package,SP,03534-010,São Paulo,20,35,2300,2,2,214
16/07/2023,2563,.Package,SP,13251-611,Itatiba,23,35,2300,2,2,234
16/07/2023,2564,.Package,SP,02415-090,São Paulo,20,35,2300,2,2,234
16/07/2023,2565,.Package,GO,74810-908,Goiânia,27,45,2300,2,2,244
16/07/2023,2566,.Package,SP,01228-100,São Paulo,28,45,3000,3,2,449
16/07/2023,2567,.Package,SP,14025-110,Ribeirão Preto,21,35,2300,2,2,234
16/07/2023,2568,.Package,RJ,24230-008,Niterói,25,45,2300,2,2,443
16/07/2023,2569,.Package,ES,29101-715,Vila Velha,36,40,4000,4,2,346
17/07/2023,2595,.Package,RS,90540-001,Porto Alegre,28,55,7600,8,4,922
15/07/2023,2575,.Package,PR,82800-260,Curitiba,18,25,1000,1,1,102
17/07/2023,2598,.Package,SP,09190-000,Santo André,21,35,2300,2,2,234
17/07/2023,2599,.Package,RS,97015-070,Santa Maria,17,25,2000,2,1,190
17/07/2023,2594,.Package,SP,03432-000,São Paulo,25,35,2970,3,2,89
16/07/2023,2570,.Package,RJ,22776-070,Rio de Janeiro,23,40,2300,2,2,239
17/07/2023,2600,.Package,SP,04213-001,São Paulo,21,35,2300,2,2,234
17/07/2023,2601,.Package,SP,13090-751,Campinas,23,25,2000,2,1,185
17/07/2023,2602,.Package,SP,04685-005,São Paulo,20,35,2300,2,2,234
17/07/2023,2604,.Package,SP,04311-070,São Paulo,19,40,468,0,1,40
17/07/2023,2605,.Package,AM,69053-110,Manaus,41,40,468,0,1,40
17/07/2023,2606,.Package,BA,40295-030,Salvador,31,40,468,0,1,40
17/07/2023,2607,.Package,PE,50030-000,Recife,37,40,468,0,1,40
17/07/2023,2613,.Package,RJ,28906-220,Cabo Frio,23,30,1000,1,1,115
18/07/2023,2611,.Package,PR,81450-430,Curitiba,19,40,468,0,1,40
18/07/2023,2619,.Package,MG,30310-000,Belo Horizonte,21,40,468,0,1,40
18/07/2023,2620,.Package,MG,30310-000,Belo Horizonte,21,40,468,0,1,40
17/07/2023,2614,.Package,RJ,24936-755,Maricá,27,40,2300,2,2,239
17/07/2023,2615,.Package,PR,80420-060,Curitiba,19,35,2300,2,2,234
17/07/2023,2616,.Package,RJ,26310-030,Queimados,25,45,2300,2,2,443
17/07/2023,2617,.Package,PR,80730-000,Curitiba,19,35,2300,2,2,234
18/07/2023,2608,.Package,RS,92200-000,Canoas,17,25,1400,1,1,225
18/07/2023,2609,.Package,RJ,22630-010,Rio de Janeiro,24,30,1350,1,1,180
18/07/2023,2610,.Package,SP,05717-250,São Paulo,20,25,940,1,1,145
18/07/2023,2618,.Package,SP,04618-035,São Paulo,20,35,2300,2,2,234
18/07/2023,2629,.Package,MG,31030-050,Belo Horizonte,22,40,2300,2,2,219
18/07/2023,2630,.Package,SC,89204-130,Joinville,21,35,2300,2,2,234
18/07/2023,2631,.Package,RJ,20241-320,Rio de Janeiro,24,40,2300,2,2,239
18/07/2023,2632,.Package,SP,13060-073,Campinas,21,35,2300,2,2,234
18/07/2023,2633,.Package,MG,30850-610,Belo Horizonte,23,40,2300,2,2,239
18/07/2023,2634,.Package,RJ,20521-071,Rio de Janeiro,24,40,2300,2,2,239
18/07/2023,2635,.Package,SP,04065-000,São Paulo,20,35,2300,2,2,234
18/07/2023,2636,.Package,PR,87880-000,Guairaçá,31,35,2300,2,2,234
19/07/2023,2639,.Package,SP,04137-080,São Paulo,19,25,470,0,1,85
19/07/2023,2640,.Package,RJ,22620-311,Rio de Janeiro,23,40,2300,2,2,239
19/07/2023,2641,.Package,SP,13101-664,Campinas,30,35,4000,4,2,332
19/07/2023,2642,.Package,RJ,22280-080,Rio de Janeiro,23,40,2300,2,2,219
19/07/2023,2643,.Package,SP,15750-000,Santa Albertina,31,35,2300,2,2,234
19/07/2023,2644,.Package,SP,11050-231,Santos,22,35,2300,2,2,234
19/07/2023,2646,.Package,RJ,22070-012,Rio de Janeiro,23,40,2300,2,2,219
19/07/2023,2648,.Package,RS,90540-070,Porto Alegre,16,35,2300,2,2,234
19/07/2023,2649,.Package,SP,04560-011,São Paulo,20,35,2300,2,2,214
20/07/2023,2651,.Package,RJ,21341-130,Rio de Janeiro,31,40,3000,3,2,261
20/07/2023,2655,.Package,SP,15801-000,Catanduva,22,25,940,1,1,125
20/07/2023,2656,.Package,SP,14020-605,Ribeirão Preto,21,35,2300,2,2,234
20/07/2023,2657,.Package,SC,88802-100,Criciúma,21,35,2300,2,2,234
20/07/2023,2658,.Package,SP,05044-010,São Paulo,21,35,2300,2,2,234
20/07/2023,2659,.Package,DF,71917-180,Brasília,32,35,2000,2,1,184
20/07/2023,2661,.Package,RJ,22431-001,Rio de Janeiro,24,30,2000,2,1,174
21/07/2023,2662,.Package,CE,60192-072,Fortaleza,49,40,2450,2,2,230
21/07/2023,2664,.Package,SP,06540-115,Santana de Parnaíba,20,30,2300,2,2,229
21/07/2023,2666,.Package,PR,86060-000,Londrina,29,35,4000,4,2,365
21/07/2023,2671,.Package,BA,40210-340,Salvador,32,60,2300,2,2,259
21/07/2023,2672,.Package,SP,04151-080,São Paulo,20,35,2300,2,2,234
21/07/2023,2682,.Package,RJ,22251-030,Rio de Janeiro,23,40,2300,2,2,239
21/07/2023,2683,.Package,SP,13083-040,Campinas,21,35,2300,2,2,234
21/07/2023,2684,.Package,RS,91720-180,Porto Alegre,16,35,2300,2,2,234
22/07/2023,2674,.Package,SC,88101-070,São José,22,25,1800,2,1,185
22/07/2023,2675,.Package,SP,04703-004,São Paulo,22,25,1400,1,1,225
22/07/2023,2677,.Package,PR,85856-535,Foz do Iguaçu,26,35,2450,2,2,209
13/06/2024,313,.Package,SP,07074-030,Guarulhos,31,55,4072,4,3,353
01/08/2024,315,.Package,RS,96600-000,Canguçu,69,120,14980,15,,1740
07/05/2024,316,.Com,SP,09561-001,São Caetano do Sul,25,30,416,0,1,220
07/05/2024,317,.Package,RJ,22250-020,Rio de Janeiro,25,30,1491,1,1,115
07/05/2024,319,.Package,SP,13560-648,São Carlos,31,30,3217,3,2,290
06/05/2024,321,.Package,SP,12245-190,São José dos Campos,23,30,1243,1,1,115
08/05/2024,320,.Package,SP,13106-102,Campinas,27,30,2318,2,2,200
08/05/2024,323,.Package,MG,36480-000,Piranga,56,30,2318,2,2,230
09/05/2024,324,.Package,SP,06385-023,Carapicuíba,24,30,1491,1,1,115
08/05/2024,325,.Package,PE,54410-010,Jaboatão dos Guararapes,57,50,2318,2,2,250
09/05/2024,326,.Package,SP,18060-550,Sorocaba,23,30,1491,1,1,115
